Date;Produit_ID;Categorie_Produit;Region_Production;Region_Vente;Zone_Agroeco;Saisonnalite_Sin;Saisonnalite_Cos;Superficie_Cultivee_ha;Demographie_Vente;Pluie_Lag;Temperature_Moy;Pertes_PostRecolte_Pct;Prix_Intrants;Indice_Carburant;Accessibilite_Route;Cout_Transport;Taux_Naira;Inflation_Mensuelle_Pct;Restrictions_Import;Stocks_Retenus;Choc_Demande;Choc_Securitaire;Choc_Frontiere;Choc_Sanitaire;Choc_Economique;Prix_T-1;Prix_Vente_FCFA_kg
2015-01;Tomate;Maraîchers;Ouest;Centre;Hauts Plateaux;0.5;0.866;12000;2722904;10.5;23.0;25.5;145;600;4;50;3.0;0.2;0;0;1;0;0;0;0;450;480
2015-01;Oignon;Maraîchers;Extrême-Nord;Centre;Soudano-sahélienne;0.5;0.866;22000;2722904;0.0;30.5;26.0;120;600;2;155;3.0;0.2;0;0;1;1;1;0;0;600;620
2015-01;Gombo;Maraîchers;Centre;Centre;Forêt bimodale;0.5;0.866;4000;2722904;15.0;25.0;42.0;100;600;3;20;3.0;0.2;0;0;1;0;0;0;0;350;380
2015-01;Piment;Maraîchers;Extrême-Nord;Littoral;Soudano-sahélienne;0.5;0.866;3500;2800000;0.0;30.5;32.0;175;600;2;160;3.0;0.2;0;0;1;1;1;0;0;850;880
2015-01;Poivron;Maraîchers;Extrême-Nord;Centre;Soudano-sahélienne;0.5;0.866;2800;2722904;0.0;30.5;37.0;165;600;2;150;3.0;0.2;0;0;1;1;1;0;0;950;990
2015-01;Ail;Maraîchers;Extrême-Nord;Centre;Soudano-sahélienne;0.5;0.866;1200;2722904;0.0;30.5;18.0;200;600;2;140;3.0;0.2;0;0;1;1;1;0;0;2200;2300
2015-01;Basilic;Maraîchers;Centre;Centre;Forêt bimodale;0.5;0.866;800;2722904;15.0;25.0;55.0;80;600;3;20;3.0;0.2;0;0;1;0;0;0;0;400;420
2015-01;Légumes feuilles;Maraîchers;Centre;Centre;Forêt bimodale;0.5;0.866;6500;2722904;15.0;25.0;48.0;65;600;3;20;3.0;0.2;0;0;1;0;0;0;0;250;275
2015-01;Choux;Maraîchers;Ouest;Littoral;Hauts Plateaux;0.5;0.866;4500;2800000;10.5;23.0;32.0;105;600;4;45;3.0;0.2;0;0;1;0;0;0;0;310;330
2015-01;Pastèque;Maraîchers;Extrême-Nord;Centre;Soudano-sahélienne;0.5;0.866;2500;2722904;0.0;30.5;22.0;95;600;2;145;3.0;0.2;0;0;1;1;1;0;0;180;200
2015-01;Arachide;Oléagineux et Légumineuses;Nord;Centre;Soudano-sahélienne;0.5;0.866;52000;2722904;0.0;32.0;11.0;175;600;2;110;3.0;0.2;0;0;1;1;1;0;0;580;590
2015-01;Soja;Oléagineux et Légumineuses;Adamaoua;Centre;Savane guinéenne;0.5;0.866;8500;2722904;0.0;24.0;10.5;160;600;3;85;3.0;0.2;0;0;1;0;0;0;0;520;540
2015-01;Niébé;Oléagineux et Légumineuses;Extrême-Nord;Extrême-Nord;Soudano-sahélienne;0.5;0.866;35000;3993000;0.0;30.5;12.5;180;600;3;35;3.0;0.2;0;0;1;1;1;0;0;550;570
2015-01;Haricot sec;Oléagineux et Légumineuses;Ouest;Littoral;Hauts Plateaux;0.5;0.866;32000;2800000;10.5;23.0;8.5;110;600;4;45;3.0;0.2;0;0;1;0;0;0;0;450;465
2015-01;Huile de palme;Oléagineux et Légumineuses;Littoral;Centre;Forêt monomodale;0.5;0.866;55000;2722904;25.0;27.0;6.0;235;600;4;40;3.0;0.2;0;0;1;0;0;0;0;680;710
2015-01;Ananas;Fruits;Littoral;Centre;Forêt monomodale;0.5;0.866;8500;2722904;25.0;27.0;16.5;110;600;4;45;3.0;0.2;0;0;1;0;0;0;0;280;290
2015-01;Papaye;Fruits;Centre;Centre;Forêt bimodale;0.5;0.866;3500;2722904;15.0;25.0;36.0;80;600;3;20;3.0;0.2;0;0;1;0;0;0;0;250;270
2015-01;Mangue;Fruits;Nord;Centre;Soudano-sahélienne;0.5;0.866;6500;2722904;0.0;32.0;42.0;60;600;2;135;3.0;0.2;0;0;1;1;1;0;0;280;310
2015-01;Avocat;Fruits;Ouest;Littoral;Hauts Plateaux;0.5;0.866;12000;2800000;10.5;23.0;26.0;70;600;4;45;3.0;0.2;0;0;1;0;0;0;0;200;220
2015-01;Safou;Fruits;Littoral;Centre;Forêt monomodale;0.5;0.866;4500;2722904;25.0;27.0;41.0;80;600;3;45;3.0;0.2;0;0;1;0;0;0;0;380;410
2015-01;Citron;Fruits;Centre;Centre;Forêt bimodale;0.5;0.866;2500;2722904;15.0;25.0;21.0;75;600;3;20;3.0;0.2;0;0;1;0;0;0;0;260;280
2015-01;Orange;Fruits;Centre;Centre;Forêt bimodale;0.5;0.866;4500;2722904;15.0;25.0;21.0;85;600;3;20;3.0;0.2;0;0;1;0;0;0;0;240;255
2015-01;Banane douce;Fruits;Sud-Ouest;Littoral;Forêt monomodale;0.5;0.866;18000;2800000;35.0;26.5;31.0;110;600;3;55;3.0;0.2;0;0;1;0;0;0;0;180;200
2015-01;Cacao;Cultures de Rente et Stimulants;Centre;Littoral;Forêt bimodale;0.5;0.866;210000;2800000;15.0;25.0;6.0;400;600;4;30;3.0;0.2;0;0;0;0;0;0;0;1450;1480
2015-01;Café;Cultures de Rente et Stimulants;Ouest;Littoral;Hauts Plateaux;0.5;0.866;95000;2800000;10.5;23.0;5.0;350;600;4;45;3.0;0.2;0;0;0;0;0;0;0;1650;1690
2015-02;Maïs;Céréales;Ouest;Centre;Hauts Plateaux;0.866;0.5;57589;2722904;15.5;24.0;9.6;85;600;4;45;3.0;0.2;0;0;0;0;0;0;0;160;155
2015-02;Riz;Céréales;Extrême-Nord;Centre;Soudano-sahélienne;0.866;0.5;25000;2722904;0.0;31.5;5.0;125;600;3;85;3.0;0.2;0;0;0;1;1;0;0;375;370
2015-02;Mil-Sorgho;Céréales;Nord;Extrême-Nord;Soudano-sahélienne;0.866;0.5;55000;3993000;0.0;33.0;12.5;70;600;3;35;3.0;0.2;0;0;0;1;1;0;0;175;170
2015-02;Blé;Céréales;Littoral(Import);Centre;Forêt monomodale;0.866;0.5;0;2722904;30.0;28.0;2.0;0;600;4;25;3.0;0.2;1;0;0;0;0;0;0;340;345
2015-02;Manioc;"Tubercules, Racines et Plantains";Centre;Centre;Forêt bimodale;0.866;0.5;115000;2722904;20.0;26.0;30.5;50;600;3;20;3.0;0.2;0;0;0;0;0;0;0;105;100
2015-02;Plantain;"Tubercules, Racines et Plantains";Sud-Ouest;Littoral;Forêt monomodale;0.866;0.5;35000;2800000;40.0;27.5;25.0;75;600;3;65;3.0;0.2;0;0;0;0;0;0;0;225;235
2015-02;Macabo-Taro;"Tubercules, Racines et Plantains";Littoral;Littoral;Forêt monomodale;0.866;0.5;18000;2800000;40.0;27.5;28.5;65;600;3;25;3.0;0.2;0;0;0;0;0;0;0;160;165
2015-02;Igname;"Tubercules, Racines et Plantains";Adamaoua;Centre;Savane guinéenne;0.866;0.5;21000;2722904;0.0;25.0;26.0;110;600;3;75;3.0;0.2;0;0;0;0;0;0;0;330;320
2015-02;Pomme de terre;"Tubercules, Racines et Plantains";Ouest;Littoral;Hauts Plateaux;0.866;0.5;15000;2800000;15.5;24.0;21.0;115;600;4;50;3.0;0.2;0;0;0;0;0;0;0;370;360
2015-02;Patate douce;"Tubercules, Racines et Plantains";Ouest;Centre;Hauts Plateaux;0.866;0.5;8000;2722904;15.5;24.0;23.0;65;600;4;45;3.0;0.2;0;0;0;0;0;0;0;150;145
2015-02;Tomate;Maraîchers;Ouest;Centre;Hauts Plateaux;0.866;0.5;12000;2722904;15.5;24.0;25.5;145;600;4;50;3.0;0.2;0;0;0;0;0;0;0;480;460
2015-02;Oignon;Maraîchers;Extrême-Nord;Centre;Soudano-sahélienne;0.866;0.5;22000;2722904;0.0;31.5;26.0;120;600;2;155;3.0;0.2;0;0;0;1;1;0;0;620;600
2015-02;Gombo;Maraîchers;Centre;Centre;Forêt bimodale;0.866;0.5;4000;2722904;20.0;26.0;42.0;100;600;3;20;3.0;0.2;0;0;0;0;0;0;0;380;365
2015-02;Piment;Maraîchers;Extrême-Nord;Littoral;Soudano-sahélienne;0.866;0.5;3500;2800000;0.0;31.5;32.0;175;600;2;160;3.0;0.2;0;0;0;1;1;0;0;880;860
2015-02;Poivron;Maraîchers;Extrême-Nord;Centre;Soudano-sahélienne;0.866;0.5;2800;2722904;0.0;31.5;37.0;165;600;2;150;3.0;0.2;0;0;0;1;1;0;0;990;970
2015-02;Ail;Maraîchers;Extrême-Nord;Centre;Soudano-sahélienne;0.866;0.5;1200;2722904;0.0;31.5;18.0;200;600;2;140;3.0;0.2;0;0;0;1;1;0;0;2300;2250
2015-02;Basilic;Maraîchers;Centre;Centre;Forêt bimodale;0.866;0.5;800;2722904;20.0;26.0;55.0;80;600;3;20;3.0;0.2;0;0;0;0;0;0;0;420;410
2015-02;Légumes feuilles;Maraîchers;Centre;Centre;Forêt bimodale;0.866;0.5;6500;2722904;20.0;26.0;48.0;65;600;3;20;3.0;0.2;0;0;0;0;0;0;0;275;260
2015-02;Choux;Maraîchers;Ouest;Littoral;Hauts Plateaux;0.866;0.5;4500;2800000;15.5;24.0;32.0;105;600;4;45;3.0;0.2;0;0;0;0;0;0;0;330;315
2015-02;Pastèque;Maraîchers;Extrême-Nord;Centre;Soudano-sahélienne;0.866;0.5;2500;2722904;0.0;31.5;22.0;95;600;2;145;3.0;0.2;0;0;0;1;1;0;0;200;185
2015-02;Arachide;Oléagineux et Légumineuses;Nord;Centre;Soudano-sahélienne;0.866;0.5;52000;2722904;0.0;33.0;11.0;175;600;2;110;3.0;0.2;0;0;0;1;1;0;0;590;575
2015-02;Soja;Oléagineux et Légumineuses;Adamaoua;Centre;Savane guinéenne;0.866;0.5;8500;2722904;0.0;25.0;10.5;160;600;3;85;3.0;0.2;0;0;0;0;0;0;0;540;530
2015-02;Niébé;Oléagineux et Légumineuses;Extrême-Nord;Extrême-Nord;Soudano-sahélienne;0.866;0.5;35000;3993000;0.0;31.5;12.5;180;600;3;35;3.0;0.2;0;0;0;1;1;0;0;570;560
2015-02;Haricot sec;Oléagineux et Légumineuses;Ouest;Littoral;Hauts Plateaux;0.866;0.5;32000;2800000;15.5;24.0;8.5;110;600;4;45;3.0;0.2;0;0;0;0;0;0;0;465;455
2015-02;Huile de palme;Oléagineux et Légumineuses;Littoral;Centre;Forêt monomodale;0.866;0.5;55000;2722904;30.0;28.0;6.0;235;600;4;40;3.0;0.2;0;0;0;0;0;0;0;710;700
2015-02;Ananas;Fruits;Littoral;Centre;Forêt monomodale;0.866;0.5;8500;2722904;30.0;28.0;16.5;110;600;4;45;3.0;0.2;0;0;0;0;0;0;0;290;275
2015-02;Papaye;Fruits;Centre;Centre;Forêt bimodale;0.866;0.5;3500;2722904;20.0;26.0;36.0;80;600;3;20;3.0;0.2;0;0;0;0;0;0;0;270;255
2015-02;Mangue;Fruits;Nord;Centre;Soudano-sahélienne;0.866;0.5;6500;2722904;0.0;33.0;42.0;60;600;2;135;3.0;0.2;0;0;0;1;1;0;0;310;290
2015-02;Avocat;Fruits;Ouest;Littoral;Hauts Plateaux;0.866;0.5;12000;2800000;15.5;24.0;26.0;70;600;4;45;3.0;0.2;0;0;0;0;0;0;0;220;210
2015-02;Safou;Fruits;Littoral;Centre;Forêt monomodale;0.866;0.5;4500;2722904;30.0;28.0;41.0;80;600;3;45;3.0;0.2;0;0;0;0;0;0;0;410;390
2015-02;Citron;Fruits;Centre;Centre;Forêt bimodale;0.866;0.5;2500;2722904;20.0;26.0;21.0;75;600;3;20;3.0;0.2;0;0;0;0;0;0;0;280;270
2015-02;Orange;Fruits;Centre;Centre;Forêt bimodale;0.866;0.5;4500;2722904;20.0;26.0;21.0;85;600;3;20;3.0;0.2;0;0;0;0;0;0;0;255;245
2015-02;Banane douce;Fruits;Sud-Ouest;Littoral;Forêt monomodale;0.866;0.5;18000;2800000;40.0;27.5;31.0;110;600;3;55;3.0;0.2;0;0;0;0;0;0;0;200;190
2015-02;Cacao;Cultures de Rente et Stimulants;Centre;Littoral;Forêt bimodale;0.866;0.5;210000;2800000;20.0;26.0;6.0;400;600;4;30;3.0;0.2;0;0;0;0;0;0;0;1480;1510
2015-02;Café;Cultures de Rente et Stimulants;Ouest;Littoral;Hauts Plateaux;0.866;0.5;95000;2800000;15.5;24.0;5.0;350;600;4;45;3.0;0.2;0;0;0;0;0;0;0;1690;1720
2015-03;Maïs;Céréales;Ouest;Centre;Hauts Plateaux;1.0;0.0;57589;2722904;55.0;24.0;10.5;90;600;3;50;3.0;0.3;0;0;0;0;0;0;0;155;165
2015-03;Riz;Céréales;Extrême-Nord;Centre;Soudano-sahélienne;1.0;0.0;25000;2722904;0.0;33.5;5.0;130;600;3;85;3.0;0.3;0;0;0;1;1;0;0;370;380
2015-03;Mil-Sorgho;Céréales;Nord;Extrême-Nord;Soudano-sahélienne;1.0;0.0;55000;3993000;0.0;35.0;12.5;75;600;3;35;3.0;0.3;0;0;0;1;1;0;0;170;180
2015-03;Blé;Céréales;Littoral(Import);Centre;Forêt monomodale;1.0;0.0;0;2722904;55.0;28.0;2.0;0;600;3;30;3.0;0.3;1;0;0;0;0;0;0;345;350
2015-03;Manioc;"Tubercules, Racines et Plantains";Centre;Centre;Forêt bimodale;1.0;0.0;115000;2722904;45.0;27.0;32.5;55;600;3;22;3.0;0.3;0;0;0;0;0;0;0;100;110
2015-03;Plantain;"Tubercules, Racines et Plantains";Sud-Ouest;Littoral;Forêt monomodale;1.0;0.0;35000;2800000;65.0;28.5;26.0;80;600;3;70;3.0;0.3;0;0;0;0;0;0;0;235;250
2015-03;Macabo-Taro;"Tubercules, Racines et Plantains";Littoral;Littoral;Forêt monomodale;1.0;0.0;18000;2800000;65.0;28.5;29.5;70;600;3;28;3.0;0.3;0;0;0;0;0;0;0;165;175
2015-03;Igname;"Tubercules, Racines et Plantains";Adamaoua;Centre;Savane guinéenne;1.0;0.0;21000;2722904;10.0;26.0;26.5;115;600;3;80;3.0;0.3;0;0;0;0;0;0;0;320;340
2015-03;Pomme de terre;"Tubercules, Racines et Plantains";Ouest;Littoral;Hauts Plateaux;1.0;0.0;15000;2800000;55.0;24.0;23.0;120;600;3;55;3.0;0.3;0;0;0;0;0;0;0;360;385
2015-03;Patate douce;"Tubercules, Racines et Plantains";Ouest;Centre;Hauts Plateaux;1.0;0.0;8000;2722904;55.0;24.0;24.0;70;600;3;50;3.0;0.3;0;0;0;0;0;0;0;145;160
2015-03;Tomate;Maraîchers;Ouest;Centre;Hauts Plateaux;1.0;0.0;12000;2722904;55.0;24.0;28.5;150;600;3;55;3.0;0.3;0;0;0;0;0;0;0;460;520
2015-03;Oignon;Maraîchers;Extrême-Nord;Centre;Soudano-sahélienne;1.0;0.0;22000;2722904;0.0;34.0;26.5;125;600;2;160;3.0;0.3;0;0;0;1;1;0;0;600;640
2015-03;Gombo;Maraîchers;Centre;Centre;Forêt bimodale;1.0;0.0;4000;2722904;45.0;27.0;44.0;105;600;3;22;3.0;0.3;0;0;0;0;0;0;0;365;395
2015-03;Piment;Maraîchers;Extrême-Nord;Littoral;Soudano-sahélienne;1.0;0.0;3500;2800000;0.0;34.0;32.5;180;600;2;165;3.0;0.3;0;0;0;1;1;0;0;860;900
2015-03;Poivron;Maraîchers;Extrême-Nord;Centre;Soudano-sahélienne;1.0;0.0;2800;2722904;0.0;34.0;37.5;170;600;2;155;3.0;0.3;0;0;0;1;1;0;0;970;1020
2015-03;Ail;Maraîchers;Extrême-Nord;Centre;Soudano-sahélienne;1.0;0.0;1200;2722904;0.0;34.0;18.5;205;600;2;145;3.0;0.3;0;0;0;1;1;0;0;2250;2350
2015-03;Basilic;Maraîchers;Centre;Centre;Forêt bimodale;1.0;0.0;800;2722904;45.0;27.0;57.0;85;600;3;22;3.0;0.3;0;0;0;0;0;0;0;410;440
2015-03;Légumes feuilles;Maraîchers;Centre;Centre;Forêt bimodale;1.0;0.0;6500;2722904;45.0;27.0;50.0;70;600;3;22;3.0;0.3;0;0;0;0;0;0;0;260;285
2015-03;Choux;Maraîchers;Ouest;Littoral;Hauts Plateaux;1.0;0.0;4500;2800000;55.0;24.0;34.0;110;600;3;50;3.0;0.3;0;0;0;0;0;0;0;315;345
2015-03;Pastèque;Maraîchers;Extrême-Nord;Centre;Soudano-sahélienne;1.0;0.0;2500;2722904;0.0;34.0;22.5;100;600;2;150;3.0;0.3;0;0;0;1;1;0;0;185;210
2015-03;Arachide;Oléagineux et Légumineuses;Nord;Centre;Soudano-sahélienne;1.0;0.0;52000;2722904;0.0;34.5;11.5;180;600;2;115;3.0;0.3;0;0;0;1;1;0;0;575;600
2015-03;Soja;Oléagineux et Légumineuses;Adamaoua;Centre;Savane guinéenne;1.0;0.0;8500;2722904;10.0;26.0;11.0;165;600;3;90;3.0;0.3;0;0;0;0;0;0;0;530;550
2015-03;Niébé;Oléagineux et Légumineuses;Extrême-Nord;Extrême-Nord;Soudano-sahélienne;1.0;0.0;35000;3993000;0.0;34.0;13.0;185;600;3;40;3.0;0.3;0;0;0;1;1;0;0;560;590
2015-03;Haricot sec;Oléagineux et Légumineuses;Ouest;Littoral;Hauts Plateaux;1.0;0.0;32000;2800000;55.0;24.0;9.5;115;600;3;50;3.0;0.3;0;0;0;0;0;0;0;455;480
2015-03;Huile de palme;Oléagineux et Légumineuses;Littoral;Centre;Forêt monomodale;1.0;0.0;55000;2722904;65.0;28.5;6.5;240;600;3;45;3.0;0.3;0;0;0;0;0;0;0;700;730
2015-03;Ananas;Fruits;Littoral;Centre;Forêt monomodale;1.0;0.0;8500;2722904;65.0;28.5;18.0;115;600;3;50;3.0;0.3;0;0;0;0;0;0;0;275;300
2015-03;Papaye;Fruits;Centre;Centre;Forêt bimodale;1.0;0.0;3500;2722904;45.0;27.0;38.0;85;600;3;22;3.0;0.3;0;0;0;0;0;0;0;255;285
2015-03;Mangue;Fruits;Nord;Centre;Soudano-sahélienne;1.0;0.0;6500;2722904;0.0;34.5;43.0;65;600;2;140;3.0;0.3;0;0;0;1;1;0;0;290;280
2015-03;Avocat;Fruits;Ouest;Littoral;Hauts Plateaux;1.0;0.0;12000;2800000;55.0;24.0;28.0;75;600;3;50;3.0;0.3;0;0;0;0;0;0;0;210;235
2015-03;Safou;Fruits;Littoral;Centre;Forêt monomodale;1.0;0.0;4500;2722904;65.0;28.5;43.0;85;600;3;50;3.0;0.3;0;0;0;0;0;0;0;390;425
2015-03;Citron;Fruits;Centre;Centre;Forêt bimodale;1.0;0.0;2500;2722904;45.0;27.0;23.0;80;600;3;22;3.0;0.3;0;0;0;0;0;0;0;270;295
2015-03;Orange;Fruits;Centre;Centre;Forêt bimodale;1.0;0.0;4500;2722904;45.0;27.0;23.0;90;600;3;22;3.0;0.3;0;0;0;0;0;0;0;245;265
2015-03;Banane douce;Fruits;Sud-Ouest;Littoral;Forêt monomodale;1.0;0.0;18000;2800000;65.0;28.5;32.0;115;600;3;60;3.0;0.3;0;0;0;0;0;0;0;190;210
2015-03;Cacao;Cultures de Rente et Stimulants;Centre;Littoral;Forêt bimodale;1.0;0.0;210000;2800000;45.0;27.0;6.5;410;600;3;35;3.0;0.3;0;0;0;0;0;0;0;1510;1530
2015-03;Café;Cultures de Rente et Stimulants;Ouest;Littoral;Hauts Plateaux;1.0;0.0;95000;2800000;55.0;24.0;5.5;360;600;3;50;3.0;0.3;0;0;0;0;0;0;0;1720;1750
2015-04;Maïs;Céréales;Ouest;Centre;Hauts Plateaux;0.866;-0.5;57589;2722904;110.0;23.5;11.5;90;600;2;55;3.0;0.4;0;1;0;0;0;0;0;165;180
2015-04;Riz;Céréales;Extrême-Nord;Centre;Soudano-sahélienne;0.866;-0.5;25000;2722904;10.0;35.0;5.5;130;600;2;90;3.0;0.4;0;0;0;1;1;0;0;380;395
2015-04;Mil-Sorgho;Céréales;Nord;Extrême-Nord;Soudano-sahélienne;0.866;-0.5;55000;3993000;10.0;36.0;13.0;75;600;2;40;3.0;0.4;0;0;0;1;1;0;0;180;190
2015-04;Blé;Céréales;Littoral(Import);Centre;Forêt monomodale;0.866;-0.5;0;2722904;130.0;27.0;2.5;0;600;2;35;3.0;0.4;1;1;0;0;0;0;0;350;365
2015-04;Manioc;"Tubercules, Racines et Plantains";Centre;Centre;Forêt bimodale;0.866;-0.5;115000;2722904;130.0;26.0;35.5;55;600;2;25;3.0;0.4;0;1;0;0;0;0;0;110;125
2015-04;Plantain;"Tubercules, Racines et Plantains";Sud-Ouest;Littoral;Forêt monomodale;0.866;-0.5;35000;2800000;160.0;27.5;28.5;80;600;2;80;3.0;0.4;0;1;0;0;0;0;0;250;285
2015-04;Macabo-Taro;"Tubercules, Racines et Plantains";Littoral;Littoral;Forêt monomodale;0.866;-0.5;18000;2800000;160.0;27.5;32.0;70;600;2;32;3.0;0.4;0;1;0;0;0;0;0;175;195
2015-04;Igname;"Tubercules, Racines et Plantains";Adamaoua;Centre;Savane guinéenne;0.866;-0.5;21000;2722904;45.0;25.0;28.5;115;600;2;85;3.0;0.4;0;0;0;0;0;0;0;340;365
2015-04;Pomme de terre;"Tubercules, Racines et Plantains";Ouest;Littoral;Hauts Plateaux;0.866;-0.5;15000;2800000;110.0;23.5;26.0;120;600;2;60;3.0;0.4;0;1;0;0;0;0;0;385;430
2015-04;Patate douce;"Tubercules, Racines et Plantains";Ouest;Centre;Hauts Plateaux;0.866;-0.5;8000;2722904;110.0;23.5;27.0;70;600;2;55;3.0;0.4;0;1;0;0;0;0;0;160;185
2015-04;Tomate;Maraîchers;Ouest;Centre;Hauts Plateaux;0.866;-0.5;12000;2722904;110.0;23.5;32.0;150;600;2;60;3.0;0.4;0;1;0;0;0;0;0;520;620
2015-04;Oignon;Maraîchers;Extrême-Nord;Centre;Soudano-sahélienne;0.866;-0.5;22000;2722904;10.0;35.0;28.5;125;600;2;165;3.0;0.4;0;0;0;1;1;0;0;640;670
2015-04;Gombo;Maraîchers;Centre;Centre;Forêt bimodale;0.866;-0.5;4000;2722904;130.0;26.0;48.0;105;600;2;25;3.0;0.4;0;1;0;0;0;0;0;395;435
2015-04;Piment;Maraîchers;Extrême-Nord;Littoral;Soudano-sahélienne;0.866;-0.5;3500;2800000;10.0;35.0;35.0;180;600;2;170;3.0;0.4;0;0;0;1;1;0;0;900;940
2015-04;Poivron;Maraîchers;Extrême-Nord;Centre;Soudano-sahélienne;0.866;-0.5;2800;2722904;10.0;35.0;40.0;170;600;2;160;3.0;0.4;0;0;0;1;1;0;0;1020;1070
2015-04;Ail;Maraîchers;Extrême-Nord;Centre;Soudano-sahélienne;0.866;-0.5;1200;2722904;10.0;35.0;20.5;205;600;2;150;3.0;0.4;0;0;0;1;1;0;0;2350;2420
2015-04;Basilic;Maraîchers;Centre;Centre;Forêt bimodale;0.866;-0.5;800;2722904;130.0;26.0;60.0;85;600;2;25;3.0;0.4;0;1;0;0;0;0;0;440;480
2015-04;Légumes feuilles;Maraîchers;Centre;Centre;Forêt bimodale;0.866;-0.5;6500;2722904;130.0;26.0;53.0;70;600;2;25;3.0;0.4;0;1;0;0;0;0;0;285;320
2015-04;Choux;Maraîchers;Ouest;Littoral;Hauts Plateaux;0.866;-0.5;4500;2800000;110.0;23.5;37.0;110;600;2;55;3.0;0.4;0;1;0;0;0;0;0;345;390
2015-04;Pastèque;Maraîchers;Extrême-Nord;Centre;Soudano-sahélienne;0.866;-0.5;2500;2722904;10.0;35.0;24.5;100;600;2;155;3.0;0.4;0;0;0;1;1;0;0;210;225
2015-04;Arachide;Oléagineux et Légumineuses;Nord;Centre;Soudano-sahélienne;0.866;-0.5;52000;2722904;10.0;35.5;12.5;180;600;2;120;3.0;0.4;0;0;0;1;1;0;0;600;620
2015-04;Soja;Oléagineux et Légumineuses;Adamaoua;Centre;Savane guinéenne;0.866;-0.5;8500;2722904;45.0;25.0;12.0;165;600;2;95;3.0;0.4;0;0;0;0;0;0;0;550;580
2015-04;Niébé;Oléagineux et Légumineuses;Extrême-Nord;Extrême-Nord;Soudano-sahélienne;0.866;-0.5;35000;3993000;10.0;35.0;14.0;185;600;2;45;3.0;0.4;0;0;0;1;1;0;0;590;610
2015-04;Haricot sec;Oléagineux et Légumineuses;Ouest;Littoral;Hauts Plateaux;0.866;-0.5;32000;2800000;110.0;23.5;11.0;115;600;2;55;3.0;0.4;0;1;0;0;0;0;0;480;520
2015-04;Huile de palme;Oléagineux et Légumineuses;Littoral;Centre;Forêt monomodale;0.866;-0.5;55000;2722904;160.0;27.5;7.5;240;600;2;50;3.0;0.4;0;1;0;0;0;0;0;730;770
2015-04;Ananas;Fruits;Littoral;Centre;Forêt monomodale;0.866;-0.5;8500;2722904;160.0;27.5;20.5;115;600;2;55;3.0;0.4;0;1;0;0;0;0;0;300;330
2015-04;Papaye;Fruits;Centre;Centre;Forêt bimodale;0.866;-0.5;3500;2722904;130.0;26.0;41.0;85;600;2;25;3.0;0.4;0;1;0;0;0;0;0;285;315
